Date,Close,High,Low,Open,Volume,MA_5
09/11/2021,148.20989990234375,149.1215416394489,146.54435530843384,148.52290231515505,19530000,148.52290231515505
10/11/2021,145.19931030273438,147.3654677927579,143.84977474813238,146.7981726497593,29970000,148.20989990234375
11/11/2021,145.0729217529297,146.8335170484895,144.9077112347004,145.79248880737023,16518000,146.70460510253906
12/11/2021,147.97055053710938,148.14174439297312,144.71909735662823,145.91786437465117,22360000,146.16071065266928
15/11/2021,147.74563598632812,148.83791753921437,146.8728099950018,148.19200352635517,23508000,146.6131706237793
16/11/2021,147.17239379882812,148.05466563286177,146.6115679587527,147.44459099237028,18904000,146.83966369628905
17/11/2021,147.34255981445312,147.8526181995971,146.53940806481458,147.3231518704208,19594000,146.63216247558594
18/11/2021,149.1255340576172,149.8640078202777,147.18083687440966,147.5361328386937,35608000,147.0608123779297
19/11/2021,148.21788024902344,150.24818207871883,148.19051474348757,149.2618849,33682000,147.8713348388672
22/11/2021,145.60586547851562,149.11657722814311,145.45210536092236,148.62194801430306,30594000,147.9208008
23/11/2021,145.0883331298828,145.9621614,143.42927287777465,145.45757001266105,27218000,147.4928466796875
24/11/2021,145.4247283935547,145.5536135443126,143.6860469047569,144.7813049279646,18040000,147.07603454589844
26/11/2021,141.50645446777344,143.86965244762047,141.16757477802446,143.66164728918483,30470000,146.69246826171874
29/11/2021,144.83802795410156,145.6013766551945,143.2088086,143.31480818794302,32596000,145.1686523
30/11/2021,141.2223358154297,145.30530878621673,140.9277390064455,144.31852565043738,42068000,144.49268188476563
01/12/2021,140.38034057617188,145.2560319905602,140.24150848223852,143.31481246492976,34020000,143.61597595214843
02/12/2021,142.28573608398438,143.17995934258195,139.54731782673127,140.57789783145594,29194000,142.67437744140625
03/12/2021,141.32583618164062,143.7129223894223,139.6334268670618,142.99734930425885,41230000,142.04657897949218
06/12/2021,142.4738311767578,143.1680068287507,139.4831248653476,142.3598740528149,30618000,142.0104553222656
07/12/2021,146.56875610351562,146.82901692453825,144.53646503259998,144.90371251975077,32240000,141.53761596679686
08/12/2021,147.48138427734375,147.68691409027883,145.70936922250843,146.8941952905736,24270000,142.60690002441407
09/12/2021,146.93600463867188,148.3905525366859,146.4149970350233,146.88873004760978,23270000,144.02710876464843
10/12/2021,147.29727172851562,148.26862564075446,146.00594491114614,147.99244969140912,24458000,144.95716247558593
13/12/2021,145.13262939453125,147.26592378004827,144.82509398206858,147.07831366274226,27070000,146.15144958496094
14/12/2021,143.22225952148438,143.79253112951932,140.5430673,143.2829738879342,38446000,146.68320922851564
15/12/2021,145.74420166015625,146.02286815487585,141.00386438529304,142.7266307700602,36370000,146.01390991210937
16/12/2021,143.75772094726562,146.97433736462978,142.92369561517094,146.47024710837428,33650000,145.66647338867188
17/12/2021,141.05064392089844,143.15010348909559,140.62766313742964,141.82195020720084,50416000,145.03081665039062
20/12/2021,140.93319702148438,141.09991095324537,138.65807881354345,139.33384883079916,27192000,143.7814910888672
21/12/2021,142.7898406982422,143.18445372931458,139.8339711737475,141.37758618842463,28756000,142.9416046142578
22/12/2021,145.71832275390625,145.80292498957579,142.38676234044013,142.38676234044013,26322000,142.85512084960936
23/12/2021,146.21743774414062,147.53811940935915,145.7551399351971,145.80291566960798,26384000,142.84994506835938
27/12/2021,147.20272827148438,147.6381466,146.46923553683405,146.55532601949932,15976000,143.34188842773438
28/12/2021,145.98904418945312,147.59337363670528,145.3595615882827,147.53066987418487,18200000,144.57230529785156
29/12/2021,145.9571990966797,146.71558204746444,144.95450078290762,145.94675100059968,17788000,145.5834747314453
30/12/2021,145.50485229492188,146.5991232280735,145.29983879730824,145.99600389046415,15688000,146.21694641113282
31/12/2021,144.1627655029297,146.0004760251165,144.1627655029297,145.35506319669503,18136000,146.17425231933595
03/01/2022,144.30160522460938,145.15701265332763,143.02918515577247,144.36479494039722,28646000,145.76331787109376
04/01/2022,143.71241760253906,145.78798930459803,143.03266881925126,144.70416653668696,28400000,145.18309326171874
05/01/2022,137.1194305419922,143.81193646128006,137.03285410456272,143.7328164404052,54618000,144.72776794433594
06/01/2022,137.09207153320312,139.2741441048197,135.9087336140623,136.34664244900424,37348000,142.96021423339843
07/01/2022,136.36505126953125,137.7897432622947,135.12049780917903,137.48817599061857,29760000,141.27765808105468
10/01/2022,138.00965881347656,138.15895417503816,132.53086377051235,134.4352566324702,44408000,139.7181152
11/01/2022,139.07110595703125,139.54883297337483,136.0420998146872,137.35034411747029,28730000,138.45972595214843
12/01/2022,140.75753784179688,141.9294404967946,140.02504742905134,140.4783702161075,26108000,137.53146362304688
13/01/2022,137.92759704589844,142.17031382113908,137.75043499457064,140.8665342,31436000,138.25908508300782
14/01/2022,138.8168182373047,140.07232082607686,136.3466335227671,136.4267406,29662000,138.4261901855469
19/01/2022,134.4735870361328,137.30306172956688,134.37306968151069,135.87388991456638,28648000,138.91654357910156
20/01/2022,132.67318725585938,136.97115074107518,132.3318170208066,135.60169102059876,29908000,138.2093292236328
21/01/2022,129.73126220703125,134.22377601264574,129.46752373899022,131.96259868346377,55652000,136.92974548339845
24/01/2022,130.18161010742188,130.5787136535352,123.90760490884027,125.37856914011597,76622000,134.7244903564453
25/01/2022,126.33101654052734,128.78329685194453,125.8985899276899,128.12743590180497,46960000,133.175293
26/01/2022,128.6180877685547,132.3671620019992,126.53703372214112,130.49511541961544,49130000,130.67813262939453
27/01/2022,128.39117431640625,132.02131030726912,128.31900956615908,130.6792312241268,31950000,129.5070327758789
28/01/2022,132.7164764404297,132.7219586526589,127.8736329072529,129.04204267651795,34362000,128.65063018798827
31/01/2022,134.65969848632812,134.82840181492318,131.58042613665086,133.5236351765011,39986000,129.24767303466797
01/02/2022,136.98904418945312,137.1373372663733,133.7291325897689,136.93978021182596,68644000,130.1432907104492
02/02/2022,147.2957763671875,150.82539473153096,144.83007165755623,150.53031199687234,123200000,132.27489624023437
03/02/2022,142.4091339111328,148.96280731193713,141.98665428742234,145.0121976171074,71518000,136.01043395996095
04/02/2022,142.61119079589844,144.18566414382084,139.84640903651453,142.7619744324609,57998000,138.81402587890625
07/02/2022,138.5386505126953,143.56362208702555,138.23907266305054,143.56362208702555,54974000,140.7929688
08/02/2022,138.7357177734375,139.33385604729077,136.36207147851567,138.36499262195844,54284000,141.56875915527343
09/02/2022,140.9182586669922,141.8463318829213,139.51994528724774,140.29275496580087,40144000,141.9180938720703
10/02/2022,137.96041870117188,140.81129088948327,137.30057895120314,139.03877453098843,39330000,140.64259033203126
11/02/2022,133.64356994628906,138.4943718586001,132.7652616913773,137.94053165428735,39958000,139.75284729003906
14/02/2022,134.8811492919922,135.65146855696324,132.62244716175653,132.62244716175653,34302000,137.95932312011718
15/02/2022,135.9584961,137.45135880950014,135.17523823760737,136.91590911778226,26680000,137.22782287597656
16/02/2022,137.08261108398438,137.42894718548806,134.28199030422422,135.99629781778847,25022000,136.67237854003906
17/02/2022,131.90835571289062,136.4610828,131.84814248998057,135.59472615306703,38950000,135.9052490234375
18/02/2022,129.7825164794922,133.43207557532537,129.5770018418038,132.83193274174764,45620000,134.69483642578126
22/02/2022,129.19583129882812,131.5515578787969,127.61338526044253,129.22020512579672,44990000,133.92262573242186
23/02/2022,126.98091125488281,131.42267296291416,126.92069803114178,131.02209177354695,32786000,132.78556213378906
24/02/2022,132.05960083007812,132.36713620238737,124.3589233079931,124.3589233079931,54456000,130.99004516601562